Time[s],Signal A,Signal B,Signal C,Sensor A,Sensor B,Sensor C,Sensor D
0.0,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,347.3281741890636,316.07196816906355,479.52655374906357
0.01,316.07196816906355,316.07196816906355,316.07196816906355,693.0871925549084,347.2193390549083,316.07196816906355,479.5713146856715
0.02,316.07196816906355,316.07196816906355,316.07196816906355,691.6588228819526,345.7909898778254,316.07196816906355,480.5235365392612
0.03,316.07196816906355,316.07196816906355,316.07196816906355,689.427367524249,346.6835728407417,316.07196816906355,480.55134738906355
0.04,316.07196816906355,316.07196816906355,316.07196816906355,693.112064296551,345.83296542531986,316.07196816906355,478.5910278334567
0.05,316.07196816906355,316.07196816906355,316.07196816906355,692.564392029875,346.30338054906355,316.07196816906355,479.98895293695523
0.06,316.07196816906355,316.07196816906355,316.07196816906355,695.202819586657,346.34617593147,316.07196816906355,479.5383901156056
0.07,316.07196816906355,316.07196816906355,316.07196816906355,694.5158020295756,346.7070693093196,316.07196816906355,480.12379938328104
0.08,316.07196816906355,316.07196816906355,316.07196816906355,692.8800120742968,345.8891753564738,316.07196816906355,480.94180811301453
0.09,316.07196816906355,316.07196816906355,316.07196816906355,693.0001547814759,345.85627538145525,316.07196816906355,479.623532020804
0.1,316.07196816906355,316.07196816906355,316.07196816906355,691.7385805213665,346.34325322000865,316.07196816906355,480.54325766806943
0.11,316.07196816906355,316.07196816906355,316.07196816906355,692.6119055622,346.7799157404254,316.07196816906355,481.04427108031626
0.12,316.07196816906355,316.07196816906355,316.07196816906355,691.6560067490298,346.3043233592124,316.07196816906355,480.0670524602596
0.13,316.07196816906355,316.07196816906355,316.07196816906355,690.3216598429568,346.74910634443245,316.07196816906355,479.60622735539897
0.14,316.07196816906355,316.07196816906355,316.07196816906355,693.0704904681636,345.8328301525593,316.07196816906355,480.5065987499793
0.15,316.07196816906355,316.07196816906355,316.07196816906355,691.8544416407176,346.3685820196149,316.07196816906355,480.3526030096965
0.16,316.07196816906355,316.07196816906355,316.07196816906355,693.0267215317991,346.7734513421443,316.07196816906355,478.53561109258004
0.17,316.07196816906355,316.07196816906355,316.07196816906355,691.3650124957773,346.41266659242046,316.07196816906355,479.99623307097374
0.18,316.07196816906355,316.07196816906355,316.07196816906355,692.9977444668345,347.2290336027427,316.07196816906355,479.5880495658127
0.19,316.07196816906355,316.07196816906355,316.07196816906355,693.3173694048014,346.68542566764285,316.07196816906355,479.62326557445766
0.2,316.07196816906355,316.07196816906355,316.07196816906355,691.0356950595633,345.8713132033286,316.07196816906355,480.54385819714247
0.21,316.07196816906355,316.07196816906355,316.07196816906355,695.614800977048,346.7441709382622,316.07196816906355,479.56619276705874
0.22,316.07196816906355,316.07196816906355,316.07196816906355,693.7000334987392,345.79098372906356,316.07196816906355,480.5234873491665
0.23,316.07196816906355,316.07196816906355,316.07196816906355,690.1409046911465,345.79098372906356,316.07196816906355,480.55134738906355
0.24,316.07196816906355,316.07196816906355,316.07196816906355,690.8439951116776,346.30338054906355,316.07196816906355,480.55134738906355
0.25,316.07196816906355,316.07196816906355,316.07196816906355,693.3263732417223,346.30338054906355,316.07196816906355,479.9879568375372
0.26,316.07196816906355,316.07196816906355,316.07196816906355,694.0931197439958,346.2608126708452,316.07196816906355,479.57997009275493
0.27,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,345.79098372906356,316.07196816906355,480.55134738906355
0.28,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,345.79098372906356,316.07196816906355,480.55134738906355
0.29,316.07196816906355,316.07196816906355,316.07196816906355,693.1307647308938,346.30338054906355,316.07196816906355,480.6024374511921
0.3,316.07196816906355,316.07196816906355,316.07196816906355,692.8434638339198,346.34333930267445,316.07196816906355,481.08693528913676
0.31,316.07196816906355,316.07196816906355,316.07196816906355,694.5565621718131,346.74511579799827,316.07196816906355,481.55720694177097
0.32,316.07196816906355,316.07196816906355,316.07196816906355,692.1755648269861,345.7927156303152,316.07196816906355,479.5906996821657
0.33,316.07196816906355,316.07196816906355,316.07196816906355,693.0624806810733,345.79098372906356,316.07196816906355,479.9591273428567
0.34,316.07196816906355,316.07196816906355,316.07196816906355,694.7332181490635,345.79098372906356,316.07196816906355,480.5290314827589
0.35,316.07196816906355,316.07196816906355,316.07196816906355,694.472338481716,345.85620364590045,316.07196816906355,479.98922758165077
0.36,316.07196816906355,316.07196816906355,316.07196816906355,692.7256924992238,346.30338054906355,316.07196816906355,479.54884506032084
0.37,316.07196816906355,316.07196816906355,316.07196816906355,692.7065555027904,346.2489947505888,316.07196816906355,480.4664493847514
0.38,316.07196816906355,316.07196816906355,316.07196816906355,689.0290343355556,345.84038083209884,316.07196816906355,479.6492051510733
0.39,316.07196816906355,316.07196816906355,316.07196816906355,694.9847435000651,346.30338054906355,316.07196816906355,479.52655374906357
0.4,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,346.30338054906355,316.07196816906355,479.52655374906357
0.41,316.07196816906355,316.07196816906355,316.07196816906355,693.3343420370671,346.30338054906355,316.07196816906355,480.01908801873304
0.42,316.07196816906355,316.07196816906355,316.07196816906355,695.1919711211841,346.30338054906355,316.07196816906355,478.5895070396949
0.43,316.07196816906355,316.07196816906355,316.07196816906355,695.2456149690636,347.60291111601117,316.07196816906355,478.92190500559076
0.44,316.07196816906355,316.07196816906355,316.07196816906355,694.6916279239776,347.24499168930475,316.07196816906355,479.99233680555454
0.45,316.07196816906355,316.07196816906355,316.07196816906355,694.2208213290636,346.17298375672266,316.07196816906355,478.70057827357266
0.46,316.07196816906355,316.07196816906355,316.07196816906355,694.3046699446884,345.36243552468835,316.07196816906355,480.51831009169723
0.47,316.07196816906355,316.07196816906355,316.07196816906355,694.594889453949,346.30338054906355,316.07196816906355,479.0564337658881
0.48,316.07196816906355,316.07196816906355,316.07196816906355,689.6865849763125,346.30338054906355,316.07196816906355,479.4654514530722
0.49,316.07196816906355,316.07196816906355,316.07196816906355,694.6681949926055,346.75075421260556,316.07196816906355,480.03895056906356
0.5,316.07196816906355,316.07196816906355,316.07196816906355,694.1023018950103,346.30338054906355,316.07196816906355,480.03895056906356
0.51,316.07196816906355,316.07196816906355,316.07196816906355,692.7905414407629,346.41029112076296,316.07196816906355,479.5462994729191
0.52,316.07196816906355,316.07196816906355,316.07196816906355,694.2170336917701,347.83678337177014,316.07196816906355,480.5184310173468
0.53,316.07196816906355,316.07196816906355,316.07196816906355,695.1132403249975,346.5019404655754,316.07196816906355,480.55134738906355
0.54,316.07196816906355,316.07196816906355,316.07196816906355,695.2456149690636,347.20398969576837,316.07196816906355,479.5721755123291
0.55,316.07196816906355,316.07196816906355,316.07196816906355,694.7902376671932,345.8560376293308,316.07196816906355,479.5761025215576
0.56,316.07196816906355,316.07196816906355,316.07196816906355,691.9100202989895,346.3452454188448,316.07196816906355,480.0280283184484
0.57,316.07196816906355,316.07196816906355,316.07196816906355,694.6248851637919,346.81577736906354,316.07196816906355,479.61099879458686
0.58,316.07196816906355,316.07196816906355,316.07196816906355,693.8071346820556,346.81577736906354,316.07196816906355,480.42874722673577
0.59,316.07196816906355,316.07196816906355,316.07196816906355,693.6436944435867,345.79098372906356,316.07196816906355,479.52655374906357
0.6,316.07196816906355,316.07196816906355,316.07196816906355,693.2751643035316,345.830551011504,316.07196816906355,479.5492570273641
0.61,316.07196816906355,316.07196816906355,316.07196816906355,694.077294880607,346.2674984245526,316.07196816906355,480.02046534138526
0.62,316.07196816906355,316.07196816906355,316.07196816906355,692.1749724962623,345.7919183408632,316.07196816906355,479.5426594059098
0.63,316.07196816906355,316.07196816906355,316.07196816906355,689.052321746231,346.6821012370747,316.07196816906355,480.3915882093494
0.64,316.07196816906355,316.07196816906355,316.07196816906355,692.212828373324,346.26178622480325,316.07196816906355,479.5779901914425
0.65,316.07196816906355,316.07196816906355,316.07196816906355,693.0072545518137,345.9204336120811,316.07196816906355,480.4036295346194
0.66,316.07196816906355,316.07196816906355,316.07196816906355,694.9571806503237,346.7745724663864,316.07196816906355,479.02433927867065
0.67,316.07196816906355,316.07196816906355,316.07196816906355,691.7675944789022,346.35775814918924,316.07196816906355,479.52655374906357
0.68,316.07196816906355,316.07196816906355,316.07196816906355,692.5845333240754,346.76622859656953,316.07196816906355,479.52655374906357
0.69,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,346.17448610419893,316.07196816906355,479.62708600514753
0.7,316.07196816906355,316.07196816906355,316.07196816906355,692.841422444989,345.35748167223255,316.07196816906355,480.50616628706325
0.71,316.07196816906355,316.07196816906355,316.07196816906355,694.5200651711182,346.30338054906355,316.07196816906355,479.56423951038096
0.72,316.07196816906355,316.07196816906355,316.07196816906355,691.6654881397872,346.30338054906355,316.07196816906355,479.52655374906357
0.73,316.07196816906355,316.07196816906355,316.07196816906355,692.5494853815876,346.30338054906355,316.07196816906355,479.52655374906357
0.74,316.07196816906355,316.07196816906355,316.07196816906355,692.6001593774982,346.30338054906355,316.07196816906355,479.52655374906357
0.75,316.07196816906355,316.07196816906355,316.07196816906355,691.5358189509307,346.24187243479076,316.07196816906355,479.52655374906357
0.76,316.07196816906355,316.07196816906355,316.07196816906355,690.698689621462,345.83408040080013,316.07196816906355,479.52655374906357
0.77,316.07196816906355,316.07196816906355,316.07196816906355,693.6009605487985,347.5719111084012,316.07196816906355,479.0141569290636
0.78,316.07196816906355,316.07196816906355,316.07196816906355,692.7832203149987,345.52756052390157,316.07196816906355,479.0141569290636
0.79,316.07196816906355,316.07196816906355,316.07196816906355,693.2600936882617,346.7517113698653,316.07196816906355,479.889326598449
0.8,316.07196816906355,316.07196816906355,316.07196816906355,693.5506882719948,346.30338054906355,316.07196816906355,478.55074319546827
0.81,316.07196816906355,316.07196816906355,316.07196816906355,691.766202809139,346.2675927055675,316.07196816906355,479.52655374906357
0.82,316.07196816906355,316.07196816906355,316.07196816906355,693.1913915226362,345.7925291178727,316.07196816906355,479.52655374906357
0.83,316.07196816906355,316.07196816906355,316.07196816906355,694.5321126451499,345.34562276023047,316.07196816906355,480.3911700935443
0.84,316.07196816906355,316.07196816906355,316.07196816906355,692.988451638107,345.40313212972006,316.07196816906355,478.10288787891545
0.85,316.07196816906355,316.07196816906355,316.07196816906355,691.0865863117257,346.7511292870778,316.07196816906355,479.52655374906357
0.86,316.07196816906355,316.07196816906355,316.07196816906355,694.0559730241332,346.2209563965984,316.07196816906355,479.5367381482579
0.87,316.07196816906355,316.07196816906355,316.07196816906355,692.0081012486866,345.33296450918925,316.07196816906355,479.99650156690745
0.88,316.07196816906355,316.07196816906355,316.07196816906355,690.7822738403277,345.74157432850456,316.07196816906355,479.5878999459413
0.89,316.07196816906355,316.07196816906355,316.07196816906355,693.3240695056197,346.7517564607855,316.07196816906355,480.55134738906355
0.9,316.07196816906355,316.07196816906355,316.07196816906355,694.2208213290636,346.3428023108071,316.07196816906355,480.50619293169785
0.91,316.07196816906355,316.07196816906355,316.07196816906355,694.0790349802078,346.74488419463563,316.07196816906355,479.56463303113867
0.92,316.07196816906355,316.07196816906355,316.07196816906355,692.1742407936033,345.7924860765398,316.07196816906355,480.02301912713614
0.93,316.07196816906355,316.07196816906355,316.07196816906355,693.9535387510533,345.34540755356613,316.07196816906355,479.60642206619065
0.94,316.07196816906355,316.07196816906355,316.07196816906355,692.8081904368311,345.403146476831,316.07196816906355,480.06461345139644
0.95,316.07196816906355,316.07196816906355,316.07196816906355,694.0288303397841,346.81577736906354,316.07196816906355,480.4543137784665
0.96,316.07196816906355,316.07196816906355,316.07196816906355,692.8498032073768,346.81577736906354,316.07196816906355,479.537156264063
0.97,316.07196816906355,316.07196816906355,316.07196816906355,694.6791951275374,346.76175434753736,316.07196816906355,480.0810367942711
0.98,316.07196816906355,316.07196816906355,316.07196816906355,694.270864052092,346.3534232720921,316.07196816906355,480.48938426641456
0.99,316.07196816906355,316.07196816906355,316.07196816906355,692.2991569895574,346.3673420193105,316.07196816906355,479.52655374906357
1.0,316.07196816906355,316.07196816906355,316.07196816906355,693.1569892001414,346.81577736906354,316.07196816906355,479.52655374906357
1.01,316.07196816906355,316.07196816906355,316.07196816906355,692.8597642015576,346.81577736906354,316.07196816906355,479.52655374906357
1.02,316.07196816906355,316.07196816906355,316.07196816906355,695.2393473311613,346.81577736906354,316.07196816906355,480.0224862344433
1.03,316.07196816906355,316.07196816906355,316.07196816906355,695.2456149690636,345.47903654504756,316.07196816906355,480.03895056906356
1.04,316.07196816906355,316.07196816906355,316.07196816906355,692.930462665194,345.4020028071288,316.07196816906355,479.52655374906357
1.05,316.07196816906355,316.07196816906355,316.07196816906355,695.371346900755,346.81577736906354,316.07196816906355,479.72242870623865
1.06,316.07196816906355,316.07196816906355,316.07196816906355,692.8068151637661,346.774715937496,316.07196816906355,481.55583986705517
1.07,316.07196816906355,316.07196816906355,316.07196816906355,694.0041963502658,346.30338054906355,316.07196816906355,480.4246767463977
1.08,316.07196816906355,316.07196816906355,316.07196816906355,692.3689454364414,346.30338054906355,316.07196816906355,479.1982385610294
1.09,316.07196816906355,316.07196816906355,316.07196816906355,694.6691234556433,346.30338054906355,316.07196816906355,481.01632905692804
1.1,316.07196816906355,316.07196816906355,316.07196816906355,694.0246020412255,346.30338054906355,316.07196816906355,480.55588312571416
1.11,316.07196816906355,316.07196816906355,316.07196816906355,691.7295459406363,346.3387338800563,316.07196816906355,480.0591390037716
1.12,316.07196816906355,316.07196816906355,316.07196816906355,692.6850942743815,346.8143139637457,316.07196816906355,479.5400461821278
1.13,316.07196816906355,316.07196816906355,316.07196816906355,693.1293628131943,346.3700454249328,316.07196816906355,480.82503287773653
1.14,316.07196816906355,316.07196816906355,316.07196816906355,693.2777775273137,346.81577736906354,316.07196816906355,480.55134738906355
1.15,316.07196816906355,316.07196816906355,316.07196816906355,694.2848832290872,346.7517154690399,316.07196816906355,480.5027742201149
1.16,316.07196816906355,316.07196816906355,316.07196816906355,694.5686731830506,346.30338054906355,316.07196816906355,480.0490201913702
1.17,316.07196816906355,316.07196816906355,316.07196816906355,693.0588898041588,346.41059650926763,316.07196816906355,480.63472664920124
1.18,316.07196816906355,316.07196816906355,316.07196816906355,695.916477679204,347.2270516518429,316.07196816906355,481.4513088661879
1.19,316.07196816906355,316.07196816906355,316.07196816906355,692.9403416758836,345.8549042075649,316.07196816906355,480.1332869228001
1.2,316.07196816906355,316.07196816906355,316.07196816906355,691.4587995601228,346.34242518674756,316.07196816906355,481.0545395125891
1.21,316.07196816906355,316.07196816906355,316.07196816906355,695.1055707693957,346.7807663191466,316.07196816906355,479.587934788925
1.22,316.07196816906355,316.07196816906355,316.07196816906355,693.1996431610254,346.304284417054,316.07196816906355,481.01577566836244
1.23,316.07196816906355,316.07196816906355,316.07196816906355,693.6409602941551,346.30338054906355,316.07196816906355,481.4957541663547
1.24,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,345.4008222448555,316.07196816906355,480.55134738906355
1.25,316.07196816906355,316.07196816906355,316.07196816906355,693.0696521869661,346.7514408243444,316.07196816906355,480.64904711552657
1.26,316.07196816906355,316.07196816906355,316.07196816906355,695.6338027007209,346.2205751733643,316.07196816906355,481.56554671241327
1.27,316.07196816906355,316.07196816906355,316.07196816906355,694.1135807738121,345.43944876673436,316.07196816906355,481.0220002649318
1.28,316.07196816906355,316.07196816906355,316.07196816906355,693.2954244737945,346.6666842415545,316.07196816906355,480.6129866769223
1.29,316.07196816906355,316.07196816906355,316.07196816906355,693.9640777288471,346.81577736906354,316.07196816906355,480.55134738906355
1.3,316.07196816906355,316.07196816906355,316.07196816906355,692.2485239853924,346.7771324008992,316.07196816906355,480.55134738906355
1.31,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,346.26834695368655,316.07196816906355,480.55134738906355
1.32,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,345.79240819222315,316.07196816906355,481.5430401944916
1.33,316.07196816906355,316.07196816906355,316.07196816906355,691.8614409812787,346.6807075177243,316.07196816906355,480.7124592963825
1.34,316.07196816906355,316.07196816906355,316.07196816906355,695.1644226185535,345.4003754348284,316.07196816906355,481.4768713187441
1.35,316.07196816906355,316.07196816906355,316.07196816906355,693.9007188372605,346.6237146442293,316.07196816906355,479.47798672887666
1.36,316.07196816906355,316.07196816906355,316.07196816906355,691.7800252257554,345.3189822247651,316.07196816906355,479.02353993963135
1.37,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,345.8446460232285,316.07196816906355,479.4431191500693
1.38,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,346.2535243384776,316.07196816906355,478.6253789162695
1.39,316.07196816906355,316.07196816906355,316.07196816906355,694.2208213290636,346.7519388740534,316.07196816906355,479.9918387558455
1.4,316.07196816906355,316.07196816906355,316.07196816906355,694.1066162762346,346.26531151492486,316.07196816906355,479.53220856036904
1.41,316.07196816906355,316.07196816906355,316.07196816906355,692.9283966812156,345.8259496880604,316.07196816906355,480.510490916224
1.42,316.07196816906355,316.07196816906355,316.07196816906355,696.2611711191926,346.30206061485524,316.07196816906355,479.55960539354083
1.43,316.07196816906355,316.07196816906355,316.07196816906355,692.7112142146779,346.30338054906355,316.07196816906355,479.52655374906357
1.44,316.07196816906355,316.07196816906355,316.07196816906355,692.7659914843231,346.3445608566933,316.07196816906355,480.42485915966563
1.45,316.07196816906355,316.07196816906355,316.07196816906355,693.5155993377613,346.5586771406604,316.07196816906355,478.13584319279056
1.46,316.07196816906355,316.07196816906355,316.07196816906355,692.2120351830465,344.92939667458273,316.07196816906355,479.52655374906357
1.47,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,346.81577736906354,316.07196816906355,479.52655374906357
1.48,316.07196816906355,316.07196816906355,316.07196816906355,692.6836308690636,346.81577736906354,316.07196816906355,479.52655374906357
1.49,316.07196816906355,316.07196816906355,316.07196816906355,690.0582325386204,345.79098372906356,316.07196816906355,479.62138610292186
1.5,316.07196816906355,316.07196816906355,316.07196816906355,693.1960276890635,345.82910400288426,316.07196816906355,480.54029396486254
1.51,316.07196816906355,316.07196816906355,316.07196816906355,693.1617667880911,346.30338054906355,316.07196816906355,480.0602211858554
1.52,316.07196816906355,316.07196816906355,316.07196816906355,692.6850184396521,346.30338054906355,316.07196816906355,479.5432045961263
1.53,316.07196816906355,316.07196816906355,316.07196816906355,695.3548600206749,347.1937909494631,316.07196816906355,480.39087085380135
1.54,316.07196816906355,316.07196816906355,316.07196816906355,693.1561324726584,345.3982746078664,316.07196816906355,480.06297788074704
1.55,316.07196816906355,316.07196816906355,316.07196816906355,692.6201264567801,346.7522729567801,316.07196816906355,480.502013823234
1.56,316.07196816906355,316.07196816906355,316.07196816906355,692.2525083830648,346.26274338206304,316.07196816906355,480.0637177817551
1.57,316.07196816906355,316.07196816906355,316.07196816906355,693.2494378839931,345.8443939239931,316.07196816906355,480.55134738906355
1.58,316.07196816906355,316.07196816906355,316.07196816906355,693.6574143808389,346.25237042083893,316.07196816906355,480.55134738906355
1.59,316.07196816906355,316.07196816906355,316.07196816906355,692.555849350092,346.175599030092,316.07196816906355,479.5736922069163
1.6,316.07196816906355,316.07196816906355,316.07196816906355,691.8526421030858,345.3948702433944,316.07196816906355,480.0339823694968
1.61,316.07196816906355,316.07196816906355,316.07196816906355,694.1510226342432,346.7808769968597,316.07196816906355,479.077140746178
1.62,316.07196816906355,316.07196816906355,316.07196816906355,693.1991307642054,346.3049320866345,316.07196816906355,480.50494473304434
1.63,316.07196816906355,316.07196816906355,316.07196816906355,694.5298376032691,347.6371904632692,316.07196816906355,479.25666409603315
1.64,316.07196816906355,316.07196816906355,316.07196816906355,690.7966762901442,346.30338054906355,316.07196816906355,479.57612096784305
1.65,316.07196816906355,316.07196816906355,316.07196816906355,692.9381814108904,346.30338054906355,316.07196816906355,480.3040462374461
1.66,316.07196816906355,316.07196816906355,316.07196816906355,694.5698578444984,346.30338054906355,316.07196816906355,478.06437613392427
1.67,316.07196816906355,316.07196816906355,316.07196816906355,692.5769867437106,346.35670261174005,316.07196816906355,479.485184879404
1.68,316.07196816906355,316.07196816906355,316.07196816906355,691.7593612867984,346.76551534019615,316.07196816906355,479.0763721509479
1.69,316.07196816906355,316.07196816906355,316.07196816906355,690.3115184850953,346.3672231432483,316.07196816906355,479.897510600458
1.7,316.07196816906355,316.07196816906355,316.07196816906355,695.1695322396426,346.73969463964266,316.07196816906355,478.5184683445701
