Time[s],Signal A,Signal B,Signal C,Sensor A,Sensor B,Sensor C,Sensor D
0.0,316.07196816906355,316.07196816906355,316.07196816906355,733.6753764690635,364.23726924906356,316.07196816906355,511.80755340906353
0.01,316.07196816906355,316.07196816906355,316.07196816906355,733.2356949065834,364.4571100303036,316.07196816906355,511.6776382697335
0.02,316.07196816906355,316.07196816906355,316.07196816906355,731.405351977925,365.041625677925,316.07196816906355,510.9839288101828
0.03,316.07196816906355,316.07196816906355,316.07196816906355,730.6009955490636,364.23726924906356,316.07196816906355,512.3933684950205
0.04,316.07196816906355,316.07196816906355,316.07196816906355,730.8194446605405,364.1826559464007,316.07196816906355,512.761888387139
0.05,316.07196816906355,316.07196816906355,316.07196816906355,731.9909026671227,363.72487242906357,316.07196816906355,511.80755340906353
0.06,316.07196816906355,316.07196816906355,316.07196816906355,729.9070995770704,363.8351709685367,316.07196816906355,511.80755340906353
0.07,316.07196816906355,316.07196816906355,316.07196816906355,730.5625985809601,364.1271100815254,316.07196816906355,511.95883549578764
0.08,316.07196816906355,316.07196816906355,316.07196816906355,729.3330532212753,363.82257830428847,316.07196816906355,512.7842268389037
0.09,316.07196816906355,316.07196816906355,316.07196816906355,732.4306764610304,364.23726924906356,316.07196816906355,512.2131277896173
0.1,316.07196816906355,316.07196816906355,316.07196816906355,730.1625232430786,364.23726924906356,316.07196816906355,510.9762264611846
0.11,316.07196816906355,316.07196816906355,316.07196816906355,729.1025668837029,364.34750015215656,316.07196816906355,512.3199502290636
0.12,316.07196816906355,316.07196816906355,316.07196816906355,731.4440830287551,364.85989697215655,316.07196816906355,512.2528303448181
0.13,316.07196816906355,316.07196816906355,316.07196816906355,732.2582303360532,365.0658866425584,316.07196816906355,511.80755340906353
0.14,316.07196816906355,316.07196816906355,316.07196816906355,730.6009955490636,364.23726924906356,316.07196816906355,511.80755340906353
0.15,316.07196816906355,316.07196816906355,316.07196816906355,730.206343419125,364.23726924906356,316.07196816906355,511.80755340906353
0.16,316.07196816906355,316.07196816906355,316.07196816906355,728.7223868895484,364.1517789140275,316.07196816906355,511.77771961661585
0.17,316.07196816906355,316.07196816906355,316.07196816906355,730.4768684442122,363.27453916148926,316.07196816906355,511.3390915419976
0.18,316.07196816906355,316.07196816906355,316.07196816906355,731.0917999670687,365.17569123149707,316.07196816906355,512.063747719889
0.19,316.07196816906355,316.07196816906355,316.07196816906355,729.6381240399669,363.2950391334638,316.07196816906355,511.9278867278597
0.2,316.07196816906355,316.07196816906355,316.07196816906355,727.2845337762482,362.830530920261,316.07196816906355,511.80755340906353
0.21,316.07196816906355,316.07196816906355,316.07196816906355,730.1520949429979,364.5252157660308,316.07196816906355,511.1093041136877
0.22,316.07196816906355,316.07196816906355,316.07196816906355,729.5020150478766,364.2001758184701,316.07196816906355,511.1224665631999
0.23,316.07196816906355,316.07196816906355,316.07196816906355,728.5514082690636,363.3709292016804,316.07196816906355,511.97228283793174
0.24,316.07196816906355,316.07196816906355,316.07196816906355,729.7595723342433,363.937373638254,316.07196816906355,511.6520020320352
0.25,316.07196816906355,316.07196816906355,316.07196816906355,730.9279395632072,364.37875840776377,316.07196816906355,510.9662367727819
0.26,316.07196816906355,316.07196816906355,316.07196816906355,729.9865743734397,364.0320830168755,316.07196816906355,511.4205257438066
0.27,316.07196816906355,316.07196816906355,316.07196816906355,730.5066653440889,364.23726924906356,316.07196816906355,511.1483528505463
0.28,316.07196816906355,316.07196816906355,316.07196816906355,730.1911887707766,363.9298680496346,316.07196816906355,511.80755340906353
0.29,316.07196816906355,316.07196816906355,316.07196816906355,730.3485396854368,363.46742582041,316.07196816906355,511.8860362051893
0.3,316.07196816906355,316.07196816906355,316.07196816906355,731.1133923690635,363.2124756090636,316.07196816906355,512.1572683378881
0.31,316.07196816906355,316.07196816906355,316.07196816906355,731.1133923690635,363.52274623068456,316.07196816906355,511.97648244226843
0.32,316.07196816906355,316.07196816906355,316.07196816906355,731.1133923690635,363.2474948573296,316.07196816906355,512.1372807627336
0.33,316.07196816906355,316.07196816906355,316.07196816906355,731.6222147088472,363.20890112884723,316.07196816906355,512.0389764080229
0.34,316.07196816906355,316.07196816906355,316.07196816906355,731.7717935885416,363.8857527330199,316.07196816906355,512.7296934701448
0.35,316.07196816906355,316.07196816906355,316.07196816906355,730.6403435256649,363.4883480073643,316.07196816906355,511.73501851522434
0.36,316.07196816906355,316.07196816906355,316.07196816906355,730.7174121065675,364.23726924906356,316.07196816906355,511.29515658906354
0.37,316.07196816906355,316.07196816906355,316.07196816906355,728.9518074417352,364.23726924906356,316.07196816906355,511.404754169687
0.38,316.07196816906355,316.07196816906355,316.07196816906355,729.9029983529232,364.400668495787,316.07196816906355,511.9050645734968
0.39,316.07196816906355,316.07196816906355,316.07196816906355,730.2584213823225,364.66402201498147,316.07196816906355,512.3199502290636
0.4,316.07196816906355,316.07196816906355,316.07196816906355,728.1978565128508,364.23726924906356,316.07196816906355,512.3199502290636
0.41,316.07196816906355,316.07196816906355,316.07196816906355,728.5548433773448,363.89452701616557,316.07196816906355,512.2111007477973
0.42,316.07196816906355,316.07196816906355,316.07196816906355,730.215273470904,363.59819768722315,316.07196816906355,512.0268285042143
0.43,316.07196816906355,316.07196816906355,316.07196816906355,730.0856555217294,364.57690430764507,316.07196816906355,512.7345120498401
0.44,316.07196816906355,316.07196816906355,316.07196816906355,730.9552175203168,364.6293593949021,316.07196816906355,512.3199502290636
0.45,316.07196816906355,316.07196816906355,316.07196816906355,730.1563765308259,363.3236308760198,316.07196816906355,512.2538735847436
0.46,316.07196816906355,316.07196816906355,316.07196816906355,728.8810536392424,363.8347549023189,316.07196816906355,511.80755340906353
0.47,316.07196816906355,316.07196816906355,316.07196816906355,729.9790421401857,364.23726924906356,316.07196816906355,511.88256215474973
0.48,316.07196816906355,316.07196816906355,316.07196816906355,730.0541185222521,364.4284363042565,316.07196816906355,512.2728650604802
0.49,316.07196816906355,316.07196816906355,316.07196816906355,732.0157826071147,365.1804606210976,316.07196816906355,511.80755340906353
0.5,316.07196816906355,316.07196816906355,316.07196816906355,729.616919009968,364.23726924906356,316.07196816906355,511.80755340906353
0.51,316.07196816906355,316.07196816906355,316.07196816906355,727.3095735840478,364.3472808463176,316.07196816906355,511.80755340906353
0.52,316.07196816906355,316.07196816906355,316.07196816906355,732.247783589687,364.420871277606,316.07196816906355,511.6784437575345
0.53,316.07196816906355,316.07196816906355,316.07196816906355,732.2598208157824,363.40785661570413,316.07196816906355,510.90457084028856
