Time[s],Signal A,Signal B,Signal C,Sensor A,Sensor B,Sensor C,Sensor D
0.0,316.07196816906355,316.07196816906355,316.07196816906355,694.2208213290636,366.7992533490636,320.17114272906355,518.9811088890635
0.01,316.07196816906355,316.07196816906355,316.07196816906355,693.5788680475074,366.52413109970735,320.0913686929514,518.9013348529513
0.02,316.07196816906355,316.07196816906355,316.07196816906355,690.6750414834254,365.279634000815,319.676485086972,518.4864512469719
0.03,316.07196816906355,316.07196816906355,316.07196816906355,693.1466203380919,365.26206288906354,319.55805173558446,517.9563152490636
0.04,316.07196816906355,316.07196816906355,316.07196816906355,691.1557291386166,365.27135161861656,319.15253884264916,517.9563152490636
0.05,316.07196816906355,316.07196816906355,316.07196816906355,691.8836974495524,365.77445970906354,319.24710065098657,518.4687120690636
0.06,316.07196816906355,316.07196816906355,316.07196816906355,692.6634834261013,365.76438598758233,319.6532386680422,518.4687120690636
0.07,316.07196816906355,316.07196816906355,316.07196816906355,691.8647551639106,365.26206288906354,319.74970044378813,519.129685520578
0.08,316.07196816906355,316.07196816906355,316.07196816906355,692.6739588666892,365.2523908866892,320.164784909321,517.4693497080337
0.09,316.07196816906355,316.07196816906355,316.07196816906355,692.4064754291255,365.22014882918756,319.2517101727792,518.2579919512194
0.1,316.07196816906355,316.07196816906355,316.07196816906355,693.0653255082179,366.66855116821796,319.65874590906355,517.4701080553274
0.11,316.07196816906355,316.07196816906355,316.07196816906355,691.6588372290636,365.354495176217,319.57827706286344,518.1172529414638
0.12,316.07196816906355,316.07196816906355,316.07196816906355,691.6588372290636,365.76977640212874,319.1629876386026,518.9478317899855
0.13,316.07196816906355,316.07196816906355,316.07196816906355,692.9717557001242,364.8618030883269,319.45771419029205,518.4687120690636
0.14,316.07196816906355,316.07196816906355,316.07196816906355,692.1909510786973,365.26206288906354,318.6456759083052,518.4687120690636
0.15,316.07196816906355,316.07196816906355,316.07196816906355,693.0838168846581,365.0376392306654,319.55818085958305,518.4687120690636
0.16,316.07196816906355,316.07196816906355,316.07196816906355,692.6630284177251,364.2578717004021,319.1517886937047,518.4687120690636
0.17,316.07196816906355,316.07196816906355,316.07196816906355,691.6588372290636,365.26206288906354,319.65874590906355,518.0472021474079
0.18,316.07196816906355,316.07196816906355,316.07196816906355,691.6414198363581,365.26206288906354,319.65874590906355,518.4620201665944
0.19,316.07196816906355,316.07196816906355,316.07196816906355,691.208575697044,365.26206288906354,319.65874590906355,517.6498281655614
0.2,316.07196816906355,316.07196816906355,316.07196816906355,693.1150915369636,365.2890416064302,319.65874590906355,518.4687120690636
0.21,316.07196816906355,316.07196816906355,316.07196816906355,691.9356770325605,365.6821790913688,319.4978615059327,518.4687120690636
0.22,316.07196816906355,316.07196816906355,316.07196816906355,693.1777474201133,365.268156312047,318.66983234398725,518.4687120690636
0.23,316.07196816906355,316.07196816906355,316.07196816906355,691.6588372290636,365.26206288906354,319.2468833947348,518.780040277721
0.24,316.07196816906355,316.07196816906355,316.07196816906355,691.6768264566201,365.2530693000789,319.65234094881356,517.9691272191509
0.25,316.07196816906355,316.07196816906355,316.07196816906355,692.0172219120825,364.97180238805726,320.0719160600769,517.6423717670368
0.26,316.07196816906355,316.07196816906355,316.07196816906355,689.6927624323745,365.77445970906354,319.66474915020666,518.4567055867774
0.27,316.07196816906355,316.07196816906355,316.07196816906355,693.7063544259107,365.56867294780244,320.3197603523236,518.5596563558518
0.28,316.07196816906355,316.07196816906355,316.07196816906355,691.6771646385213,364.74966606906355,318.65991029196476,518.974619895735
0.29,316.07196816906355,316.07196816906355,316.07196816906355,692.5660153030008,364.74966606906355,319.65874590906355,518.3632874481422
0.3,316.07196816906355,316.07196816906355,316.07196816906355,692.214695547336,364.70620457079116,319.606565466502,518.0084956916251
0.31,316.07196816906355,316.07196816906355,316.07196816906355,692.7756122470155,364.42122995537994,318.79403323398066,518.8210279241464
0.32,316.07196816906355,316.07196816906355,316.07196816906355,693.1897559519867,365.24951941490997,319.62235548690717,517.9927056712199
0.33,316.07196816906355,316.07196816906355,316.07196816906355,690.6340435890636,365.77445970906354,319.045812733805,517.9563152490636
0.34,316.07196816906355,316.07196816906355,316.07196816906355,690.6437442856597,365.7647590124673,318.63999035319046,517.9563152490636
0.35,316.07196816906355,316.07196816906355,316.07196816906355,691.3710813237134,365.37438232159485,319.65874590906355,518.2673667634382
0.36,316.07196816906355,316.07196816906355,316.07196816906355,692.191600797865,365.7642753098693,319.65874590906355,517.4549021672971
0.37,316.07196816906355,316.07196816906355,316.07196816906355,692.8950908879157,365.26206288906354,320.08265384783687,517.620896191517
0.38,316.07196816906355,316.07196816906355,316.07196816906355,691.6764944234807,365.26206288906354,319.67625348360934,518.4336989695593
