Time[s],Signal A,Signal B,Signal C,Sensor A,Sensor B,Sensor C,Sensor D
0.0,316.07196816906355,316.07196816906355,316.07196816906355,679.8737103690636,369.36123744906354,316.07196816906355,509.24556930906357
0.01,316.07196816906355,316.07196816906355,316.07196816906355,680.6970193315032,369.36123744906354,316.07196816906355,510.0240148555312
0.02,316.07196816906355,316.07196816906355,316.07196816906355,681.6851745492859,369.0869637288413,316.07196816906355,510.5234582839217
0.03,316.07196816906355,316.07196816906355,316.07196816906355,680.7565844370345,368.5571618136595,316.07196816906355,510.54612671923843
0.04,316.07196816906355,316.07196816906355,316.07196816906355,680.1611772826072,368.6239107226072,316.07196816906355,510.23626601507345
0.05,316.07196816906355,316.07196816906355,316.07196816906355,682.4223864988545,368.84884062906355,316.07196816906355,510.0328649734062
0.06,316.07196816906355,316.07196816906355,316.07196816906355,681.9603787821334,368.5613388725361,316.07196816906355,510.8169448353067
0.07,316.07196816906355,316.07196816906355,316.07196816906355,681.261020660039,368.9197194563805,316.07196816906355,510.74374997436337
0.08,316.07196816906355,316.07196816906355,316.07196816906355,680.7406365984089,369.36123744906354,316.07196816906355,510.27036294906355
0.09,316.07196816906355,316.07196816906355,316.07196816906355,680.7679207042802,369.36123744906354,316.07196816906355,511.1180988927062
0.1,316.07196816906355,316.07196816906355,316.07196816906355,681.4109008290635,368.4986071546571,316.07196816906355,510.9874909928755
0.11,316.07196816906355,316.07196816906355,316.07196816906355,680.8627735540114,368.3721742641158,316.07196816906355,510.52947382258844
0.12,316.07196816906355,316.07196816906355,316.07196816906355,681.4825646483088,369.3970703834798,316.07196816906355,510.78275976906355
0.13,316.07196816906355,316.07196816906355,316.07196816906355,682.14417347188,368.4160292831459,316.07196816906355,510.23176307181933
0.14,316.07196816906355,316.07196816906355,316.07196816906355,681.0610485778911,368.46131696368485,316.07196816906355,510.3043492053405
0.15,316.07196816906355,316.07196816906355,316.07196816906355,681.5516869793267,368.4870536311598,316.07196816906355,509.956347731482
0.16,316.07196816906355,316.07196816906355,316.07196816906355,682.4356944690635,369.26200463131505,316.07196816906355,509.51892276459716
0.17,316.07196816906355,316.07196816906355,316.07196816906355,681.8535214997032,370.3860310890636,316.07196816906355,510.30817168561765
0.18,316.07196816906355,316.07196816906355,316.07196816906355,681.4109008290635,369.4997936483661,316.07196816906355,510.2212753337075
0.19,316.07196816906355,316.07196816906355,316.07196816906355,679.3241135399315,368.84884062906355,316.07196816906355,510.04054887611903
